faculty, name, id ,academicPoints, lectureHours, tutorialHours, labHours, projectHours, examA, examB, prequstite courses, linked courses
Aerospace Engineering,Fundamentals of Aerospace Plasma Engineering,86924,3,0,0,0,0,17.2.2019,10.3.2019,084213&114054,
Aerospace Engineering,Dynamics and Combustion of Sprays of Liquid Fuels,88413,2,0,0,0,0,,,084213&084312,
Aerospace Engineering,Initial and Boundary Problems in Finite Elements Method,88504,3,0,0,0,0,,,,
Aerospace Engineering,Distributed Spacecraft Systems,88900,3,0,0,0,0,18.2.2019,,,
Industrial Engineering,Intro.to Industrial Eng. and Management,94101,2,0,1,0,0,12.2.2019,8.3.2019,,
Industrial Engineering,Manage. Logist. System.,94139,3,0,1,0,0,11.2.2019,6.3.2019,094313&094411|094313&094412,94314
Industrial Engineering,Products Design and Prod. and Ser. Sys.,94141,3,0,1,0,0,10.2.2019,13.3.2019,94100,094313&094411
Industrial Engineering,Operation of Production Service Systems,94142,3,0,1,0,0,28.1.2019,3.3.2019,094139&094141&094334,
Industrial Engineering,Design Project Proposal Development in Ind. Eng.,94189,1,0,0,0,6,,,94222,094142&095140
Industrial Engineering,Design Project 1,94195,3,0,0,0,6,,,94189,
Industrial Engineering,Semester Research Project,94197,3,0,0,0,6,,,,
Industrial Engineering,Case Studies in Industrial Engineering,94198,3,0,2,0,0,,,094139&094142,
Industrial Engineering,Semesterial Project 2,94199,3,0,0,0,6,,,94197,
Industrial Engineering,Distributed Data and Rational Agents,94204,3,0,1,0,0,11.2.2019,7.3.2019,094323&094411|094201,
Industrial Engineering,Software Engineering,94219,3,0,0,2,0,28.1.2019,8.3.2019,234111|234114,
Industrial Engineering,Specification and Analysis of Information Systems,94222,3,0,0,2,0,,,094219|234122,
Industrial Engineering,Data Structures and Algorithms,94224,4,0,2,0,0,19.2.2019,15.3.2019,094344&234122|044101&094344|094219&094344,
Industrial Engineering,Database Management,94241,3,0,1,1,0,28.1.2019,10.3.2019,234292|094219&094345|094201&094345,
Industrial Engineering,Deterministic Models in Oper.Research,94313,3,0,1,0,0,3.2.2019,10.3.2019,104009&234111|104167&234111,
Industrial Engineering,Stochastic Models in Oper.Research,94314,3,0,1,0,0,5.2.2019,12.3.2019,094344&094411&104009&234111|094344&094412&104167&234114,94423
Industrial Engineering,Dynamic Models in Operations Research,94333,3,0,1,0,0,14.2.2019,7.3.2019,094344&104019&104020,94313
Industrial Engineering,Digital Simulation,94334,3,0,2,1,0,1.2.2019,3.3.2019,094314&094344&094423,
Industrial Engineering,Discrete Mathematics (for I.E),94345,4,0,2,0,0,14.2.2019,15.3.2019,,
Industrial Engineering,Probability (Ie),94411,4,0,2,0,0,7.2.2019,5.3.2019,104022|104020,
Industrial Engineering,Probability (Advanced),94412,4,0,2,0,0,7.2.2019,5.3.2019,104020|104022|104032,
Industrial Engineering,Introduction to Statistics,94423,3,0,1,0,0,14.2.2019,7.3.2019,094411|094412|104034,
Industrial Engineering,Int.to Probability and Statistics,94481,4,0,2,0,0,29.1.2019,4.3.2019,104004|104013|104022,
Industrial Engineering,Microeconomics 2,94504,3,0,1,0,0,28.1.2019,27.2.2019,94503,
Industrial Engineering,Macroeconomics,94513,3,0,1,0,0,29.1.2019,28.2.2019,094511|094591&104005&104010,
Industrial Engineering,Workshop in Smes 1,94520,1,0,1,0,1,,,,
Industrial Engineering,Introduction to Financial Management,94564,2,0,1,0,0,28.1.2019,10.3.2019,094411|094412&094591|094501&094511,
Industrial Engineering,Introductory Economics,94591,3,0,1,0,0,11.2.2019,6.3.2019,104003|104010,
Industrial Engineering,Principles of Economics for Engineers,94594,3,0,1,0,0,3.2.2019,5.3.2019,104012|104017,
Industrial Engineering,Legal and Financial Aspects of Technology Enterpreneurship,94814,2,0,1,0,0,31.1.2019,3.3.2019,,
Industrial Engineering,Introduction to Accounting,94820,2,0,0,0,0,19.2.2019,11.3.2019,,94591
Industrial Engineering,Advanced Managerial Accounting,94822,2,0,1,0,0,5.2.2019,4.3.2019,94821,
Industrial Engineering,Industrial Management Game,94851,3,0,0,0,0,,,094314&094831,
Industrial Engineering,Performance Measurement and Methods Impr,95112,3,0,1,0,0,13.2.2019,12.3.2019,094141&094423,96620
Industrial Engineering,Quality, Productivity and Maintenance,95113,3,0,1,0,0,3.2.2019,5.3.2019,94139
Industrial Engineering,Project Planning and Management,95140,3,0,1,0,0,3.2.2019,27.2.2019,094313&094314|104034&236330,
Industrial Engineering,Algebraic Methods for Data Science,95295,3,0,1,0,0,3.2.2019,27.2.2019,094345&104032&104166&234117|094345&104019&104020&234111,094223&094412
Industrial Engineering,Standardization Systems,95420,1,0,0,0,0,,,,
Industrial Engineering,Introduction to Psychology,95605,2,0,1,0,0,6.2.2019,6.3.2019,94423,
Industrial Engineering,Quality Engineering,96120,3,0,1,0,0,28.1.2019,27.2.2019,94423,
Industrial Engineering,Des. for Manufacturability and Assembly,96124,3,0,1,0,0,6.2.2019,8.3.2019,094423&096414,
Industrial Engineering,Applied Quality Assurance,96125,2,0,1,0,0,,,96414,
Industrial Engineering,Foundations and Applications of Artificial Intelligence,96210,3,0,1,0,0,19.2.2019,15.3.2019,234247|094223,
Industrial Engineering,Electronic Commerce Models,96211,3,0,1,0,0,19.2.2019,15.3.2019,094223&094591|094591|094591&234247|094223|234247|094594,
Industrial Engineering,Full Stack Web Development,96255,3,0,0,0,4,,,94222,
Industrial Engineering,Advanced Topic in Information Systems,96260,3,0,1,0,0,,,,
Industrial Engineering,Information Retrieval,96262,3,0,1,0,0,29.1.2019,1.3.2019,094219&094411&104009|094219&094412&104167,
Industrial Engineering,User Experience in Interactive Systems,96266,3,0,1,0,0,,,96620,
Industrial Engineering,The Human Factor in Data Collection,96275,3,0,1,1,1,7.2.2019,7.3.2019,094201|094219,
Industrial Engineering,Selected Topics in Data Science,96290,2,0,1,0,0,,,094201|096411|094223,
Industrial Engineering,Applied Stochastic Processes,96310,2,0,1,0,0,19.2.2019,15.3.2019,094314|094412|104222,
Industrial Engineering,Statisticqal Learning with Data,96411,3,0,1,0,0,12.2.2019,3.3.2019,94423,
Industrial Engineering,Industrial Statistics,96414,3,0,1,0,0,19.2.2019,15.3.2019,094423|094480,
Industrial Engineering,Economics of the Service Sector,96537,3,0,0,0,0,5.2.2019,4.3.2019,094501&094591,
Industrial Engineering,Environmental Economics,96553,2,0,1,0,0,13.2.2019,27.2.2019,094503|094591|094594|096520|207804,
Industrial Engineering,Options Markets,96556,2,0,1,0,0,14.2.2019,28.2.2019,94564098778,
Industrial Engineering,Auction Theory,96573,2,0,1,0,0,,,096570|096575098517,
Industrial Engineering,Non-Cooperative Games,96575,3,0,1,0,0,12.2.2019,11.3.2019,094323&094411|094323&094412,
Industrial Engineering,Learning and Complexity in Game Theory,96576,2,0,0,0,0,,,096570|096575|094411&106173|094412&106173|104034&106173,
Industrial Engineering,Selected Topics in Financial Engineering,96580,2,0,0,0,0,,,096425|096586,
Industrial Engineering,Econometrics,96586,3,0,1,0,0,1.2.2019,7.3.2019,094423&094504,
Industrial Engineering,Organizational Behavior,96600,3,0,1,0,0,13.2.2019,11.3.2019,95605090056,
Industrial Engineering,Selected Topics in Organizational Behavior,96602,2,0,1,0,0,,,95605,
Industrial Engineering,Cognition and Decision Making,96617,2,0,1,0,0,29.1.2019,28.2.2019,094423&095605,
Industrial Engineering,Introduction to Human Factors Engineering,96620,3,0,1,0,0,7.2.2019,7.3.2019,094423&095605|094423&095605,
Industrial Engineering,Training of Skills,96631,2,0,0,0,0,,,094423|094480|095605099631,
Industrial Engineering,Social Ventures,96807,3,0,1,0,0,,,,
Industrial Engineering,Entrepreneurship and Intellectual Property,96815,3,0,0,0,0,,,,
Industrial Engineering,Reliability Management,97122,3,0,1,0,0,10.2.2019,8.3.2019,094423|096414,
Industrial Engineering,Multidisciplinary Research in Service Engineering,97135,3,0,1,0,2,,,96324,
Industrial Engineering,Facilities Design,97151,3,0,1,0,0,8.2.2019,8.3.2019,094139|094334,
Industrial Engineering,Deep Learning,97200,3,0,2,0,3,18.2.2019,4.3.2019,094411&094423|094412&234218,
Industrial Engineering,Natural Language Processing,97215,3,0,1,0,0,,,094411&094423|094412&234218,
Industrial Engineering,Selected Topics in Information Technologies,97260,2,0,1,0,0,,,94222,
Industrial Engineering,Cooperative Game Theory,97317,2,0,1,0,0,28.1.2019,5.3.2019,094412&104009,94313
Industrial Engineering,Marketing Principles,97800,3,0,1,0,0,1.2.2019,27.2.2019,094423&094594|094423&094591,
Industrial Engineering,Research Seminar in Industrial Engineering,98113,3,0,0,0,0,,,,
Industrial Engineering,Optimization 1,98311,3,0,1,0,0,,,94313097311,
Industrial Engineering,Linear and Combinatorial Programming,98331,3,0,1,0,0,,,94313,
Industrial Engineering,Theory of Probability,98416,3,0,0,0,0,,,094412|104222,
Industrial Engineering,Selected Topics in Statistical Inference,98436,3,0,0,0,0,,,98414,
Industrial Engineering,Applied Multivariate Analysis,98460,3,0,1,0,0,,,98459,
Industrial Engineering,Data Collection and Research in the Behavioral Sciences,98603,2,0,1,0,0,,,96676,
Industrial Engineering,Consumer Psychology Seminar,98663,2,0,0,0,1,,,095605|097800,
Industrial Engineering,Advance Seminar in Psychological Research,99601,2,0,0,0,2,,,95605,
Industrial Engineering,Seminar in the Behavioral Sciences,99635,0,0,0,0,1,,,,
Mathematics,Methods in Integration,104001,1,0,0,0,0,1.2.2019,3.3.2019,,104195
Mathematics,Differential and Integral Calculus 1,104003,5,0,2,0,0,3.2.2019,3.3.2019,103015,
Mathematics,Differential and Integral Calculus 2,104004,5,0,2,0,0,4.2.2019,1.3.2019,103015&104003|103015&104012|103015&104017|103015&104018,104019
Mathematics,Differential and Integral Calculus 2T,104013,5,0,3,0,0,17.2.2019,10.3.2019,103015&104016&104031|103015&104012&104016|103015&104031&104167|103015&104012&104167|103015&104031&104166,104035
Mathematics,Algebra 1/Extended,104016,5,0,2,0,0,7.2.2019,5.3.2019,103015,
Mathematics,Calculus 1N,104017,5,0,2,0,0,30.1.2019,28.2.2019,103015,
Mathematics,Differential and Integral Calculus 1M,104018,5,0,2,0,0,3.2.2019,3.3.2019,103015,
Mathematics,Linear Algebra M,104019,4,0,2,0,0,7.2.2019,5.3.2019,103015,
Mathematics,Calculus 2N,104020,5,0,2,0,0,7.2.2019,1.3.2019,103015&104012|103015&104017|103015&104018,104009&104016&104019&104166&104167
Mathematics,Differential and Integral Calculus 2M,104022,5,0,2,0,0,3.2.2019,5.3.2019,103015&104012|103015&104017|103015&104018,104009&104016&104019&104166&104167
Mathematics,Calculus 1M,104031,5,0,3,0,0,3.2.2019,3.3.2019,103015,
Mathematics,Calculus 2M,104032,5,0,2,0,0,6.2.2019,4.3.2019,103015&104195|103015&104031,
Mathematics,Vector Analysis,104033,2,0,1,0,0,31.1.2019,11.3.2019,104016&104281|104166&104281|104167&104281|104016&104032|104032&104166|104032&104167,
Mathematics,Introduction to Probability H,104034,3,0,1,0,0,22.2.2019,17.3.2019,104013|104014|104020|104022|104032|104281,
Mathematics,Ordinary Dif.Equations and Calculus 2H,104035,5,0,2,0,0,13.2.2019,14.3.2019,103015&104031&104167|103015&104167&104195|103015&104016&104031|103015&104016&104195|103015&104031&104166|103015&104166&104195,104013
Mathematics,Geometry and Symmetry,104112,3,0,0,0,0,19.2.2019,15.3.2019,104172&104281|104032&104172|104013&104172|104022&104172|104134&104281|104032&104134|104013&104134|104022&104134,
Mathematics,Complex Function Theory 1,104122,3,0,1,0,0,14.2.2019,10.3.2019,104013|104020|104022|104281,
Mathematics,Ordinary Differential Equations/H,104131,2,0,1,0,0,11.2.2019,12.3.2019,,104004&104014&104020&104022
Mathematics,Modern Algebra H,104134,2,0,1,0,0,21.2.2019,15.3.2019,103015&104016|103015&104166|103015&104167,
Mathematics,Int. to Metric and Topological Space,104142,3,0,1,0,0,15.2.2019,11.3.2019,104195&104290|104031&104290|104012&104290,
Mathematics,Introduction to Number Theory,104157,3,0,1,0,0,8.2.2019,8.3.2019,104172&104279,
Mathematics,Real Functions,104165,3,0,1,0,0,10.2.2019,7.3.2019,104281,104142
Mathematics,Algebra a,104166,5,0,3,0,0,6.2.2019,6.3.2019,103015,
Mathematics,Introduction to the Theory of Groups,104172,2,0,1,0,0,21.2.2019,15.3.2019,104166|104167,
Mathematics,Linear Algebra 2,104173,3,0,1,0,0,10.2.2019,6.3.2019,104166|104167,
Mathematics,Linear Algebra 2M,104174,3,0,1,0,0,12.2.2019,6.3.2019,104166|104167,
Mathematics,Differential Geometry,104177,3,0,1,0,0,15.2.2019,12.3.2019,104142&104171&104282|104142&104173&104282,
Mathematics,Undergraduate Seminar in Analysis 2,104182,2,0,0,0,0,,,104122&104142&104282&104285,
Mathematics,Undergraduate Seminar in Algebra 1,104183,2,0,0,0,0,,,104171&104172,
Mathematics,Introduction to Applied Mathematics,104192,3,0,0,0,0,7.2.2019,5.3.2019,104282&104285|104013&104285|104033&104285|104135&104282|104013&104135|104033&104135|104035&104282|104013&104035|104033&104035,104122&104215
Mathematics,Infinitesimal Calculus 1,104195,5,0,3,0,0,13.2.2019,10.3.2019,,
Mathematics,Complex Functions a,104215,2,0,1,0,0,14.2.2019,12.3.2019,104004|104013|104014|104020|104022|104032|104281104122104221,
Mathematics,Complex Functions and Integral Transform,104221,4,0,2,0,0,28.1.2019,26.2.2019,104013|104014|104022|104032|104281|104013,
Mathematics,Probability Theory,104222,3,0,1,0,0,31.1.2019,27.2.2019,104032|104281,
Mathematics,Partial Differen.Equa.and Fourier Series,104223,4,0,2,0,0,11.2.2019,6.3.2019,,
Mathematics,Partial Differential Equations/M,104228,3,0,2,0,0,18.2.2019,10.3.2019,103015&104004&104131|103015&104004&104135|103015&104004&104285|103015&104022&104131|103015&104013&104135|103015&104013&104285,
Mathematics,Topics in Math.for Architecture Students,104277,3,0,0,0,0,11.2.2019,7.3.2019,,
Mathematics,Introduction to Rings and Fields,104279,2,0,1,0,0,1.2.2019,1.3.2019,104172,
Mathematics,Modules, Rings and Groups,104280,3,0,0,0,0,1.2.2019,1.3.2019,104279
Mathematics,Infinitesimal Calculus 2,104281,5,0,2,0,0,5.2.2019,3.3.2019,104195,
Mathematics,Infinitesimal Calculus 3,104282,4,0,2,0,0,7.2.2019,5.3.2019,104173&104281|104032&104173,
Mathematics,Introduction to Numerical Analysis,104283,3,0,1,0,0,4.2.2019,3.3.2019,104281|104032,
Mathematics,Ordinary Differential Equations a,104285,3,0,1,0,0,10.2.2019,7.3.2019,104167&104281|104032&104167|104166&104281|104032&104166,
Mathematics,Combinatorics,104286,2,0,1,0,0,17.2.2019,10.3.2019,,
Mathematics,Set Theory,104290,3,0,1,0,0,28.1.2019,28.2.2019,,
Mathematics,Combinatorial Algorithms,104291,3,0,1,0,0,28.1.2019,1.3.2019,104286,
Mathematics,An Introduction to Fluid Mechanics,106101,3,0,0,0,0,,,58127196101,
Mathematics,Game Theory,106173,3,0,0,0,0,30.1.2019,27.2.2019,,
Mathematics,Lie Algebras,106306,3,0,0,0,0,13.2.2019,13.3.2019,104172&104173&104279|104016&104134&104279,
Mathematics,Advanced Probability,106349,3,0,0,0,0,,,106378|104165&104222,
Mathematics,Algebraic Topology,106383,3,0,0,0,0,,,104142|104142&104172&104173,
Mathematics,Calculus of Variations,106394,3,0,0,0,0,,,104013|104020|104022|104033|104282,
Mathematics,Topics in Algebra 1,106404,2,0,0,0,0,,,,
Mathematics,Partial Differential Equations,106413,3,0,0,0,0,,,104030&104165,
Mathematics,Topics in Operator Theory,106435,3,0,0,0,0,,,104276,
Mathematics,Differentiable Manifolds,106723,3,0,0,0,0,,,104172&104173&104282|104172&104282,
Mathematics,Selected Topics in Algebra 1,106931,3,0,0,0,0,,,,
Mathematics,Selected Topics in Algebra 2,106932,3,0,0,0,0,,,,
Mathematics,Functional Analysis,106942,3,0,0,0,0,,,104276,
Mathematics,Dynamical Systems 2 - Hyperbolic Theory,106970,3,0,0,0,0,,,,
Mathematics,Elements of Modern Analysis for Electrical Engineering,108324,2,0,1,0,0,,,104013|104020|104022|104033|104281,
Applicable Math,Selected Topics in Applied Mathematics,197008,3,0,0,0,0,,,198008,
Applicable Math,Selected Topics in Applied Mathematics 5,198014,2,0,0,0,0,,,,
Physics,Introductory Physics 1,113013,0,0,0,0,0,,,,
Physics,Introductory Physics 2,113014,0,0,0,0,0,,,113013,
Physics,Physics Lab. 1M,114020,1,0,0,3,0,,,114071|114074,
Physics,Physics Lab. 2M,114021,1,0,0,3,0,,,044102&114020&114076|044102&114018&114075|044102&114020&114075|044102&114018&114076,114086
Physics,Advanced Phys. Lab. 2 Mc,114030,1,0,0,3,0,,,044102&114020&114075,114073
Physics,Physics Lab. 1H,114032,1,0,0,3,0,,,114051|114071114018114020114081,
Physics,Physics Lab 2Mp,114034,3,0,0,3,3,,,044102&114020&114075|044102&114020&114076,
Physics,Physics Lab 3,114035,1,0,0,3,0,,,044102&114021&114075|044102&114034&114075|044102&114030&114075|044102&114021&114076|044102&114030&114076|044102&114034&114076,
Physics,Physics Lab 4Mh,114037,1,0,0,3,0,,,044102&114035,116217
Physics,Physics Lab. 3Mp,114038,3,0,0,3,3,,,044102&114021&114086|044102&114021&114086114035,
Physics,Physics 1,114051,2,0,1,0,0,28.1.2019,27.2.2019,113013,104003&104010&104018
Physics,Physics 2,114052,3,0,1,0,0,31.1.2019,26.2.2019,113014&114051|113014&114071|113014&114077,
Physics,Physics 3,114054,3,0,1,0,0,3.2.2019,1.3.2019,114052|114075,
Physics,Physics 1M,114071,3,0,1,0,0,28.1.2019,27.2.2019,113013,104010&104012&104195
Physics,Physics 3M,114073,3,0,1,0,0,14.2.2019,11.3.2019,104131&114075|104131&114076|104135&114075|104135&114076|104035&114075|104035&114076,104223
Physics,Physics 1P,114074,5,0,2,0,0,28.1.2019,27.2.2019,113013,104010&104012&104195
Physics,Physics 2Mm,114075,5,0,2,0,0,4.2.2019,28.2.2019,113014&114071,104013&104032&104035
Physics,Physics 1L,114077,2,0,2,0,0,28.1.2019,27.2.2019,,104003&104010&104012&104018
Physics,Physics 2L,114078,3,0,2,0,0,31.1.2019,26.2.2019,114051|114071|114077,104004
Physics,Physics Lab. 1,114081,1,0,0,3,0,,,114051|114071,
Physics,Physics Lab. 2,114082,1,0,0,3,0,,,044102&114052&114081|044102&114075&114081,114053&114073&124408
Physics,Waves,114086,3,0,1,0,0,4.2.2019,8.3.2019,104135&114076|104135&114075,104223
Physics,Analytical Mechanics,114101,4,0,2,0,0,19.2.2019,15.3.2019,104013&104135&114076|104013&104135&114075,
Physics,Lab. in Optical Measurement,114208,3,0,0,8,0,,,114027,
Physics,Report on Research Activity 1,114226,1,0,0,0,0,,,115203,
Physics,Report on Research Activity 2,114227,1,0,0,0,0,,,115203,
Physics,Project,114229,4,0,0,0,10,,,,115211
Physics,Physics 1R,114248,3,0,1,0,0,30.1.2019,27.2.2019,113013,
Physics,Physics Lab. 5T,114250,3,0,0,8,0,,,114035&114036&115203114026114027,
Physics,Physics Lab. 6T,114251,3,0,0,8,0,,,114027|114250114028114029,
Physics,Project T,114252,3,0,0,0,6,,,1.15211E+17,
Physics,Quantum Physics 2,115204,5,0,2,0,0,7.2.2019,5.3.2019,115203,
Physics,Laser Physics,116003,3,0,1,0,0,17.2.2019,12.3.2019,114210&115203,
Physics,Introduction to Biophysics,116029,3,0,1,0,0,,,114036,
Physics,Nuclear Astrophysics,116033,2,0,0,0,0,,,115204,
Physics,Computational Physics,116094,2,0,0,0,0,,,118094,
Physics,Statistic and Numerical Methods in Physics,116105,2,0,1,0,0,30.1.2019,1.3.2019,114075|114076,
Physics,Solid State Physics,116217,3,0,1,0,0,28.1.2019,27.2.2019,114036&115203,115204
Physics,Astrophysics and Cosmology,116354,3,0,1,0,0,11.2.2019,8.3.2019,114036&115203,
Physics,Non-Linearity and Chaos,117002,3,0,0,0,0,,,114036&114101,115204
Physics,Superconductivity and Superfluidity,117021,3,0,0,0,0,28.1.2019,27.2.2019,114036&116217,
Physics,Many-Body Theory,118018,3,0,0,0,0,,,118122&118129&118138,
Physics,Advanced Laboratory,118076,4,0,0,8,0,,,114028|114229|114251|114252,
Physics,Geometric Methods in Physics,118092,3,0,0,0,0,,,,
Physics,Topic in Theoretical Physics,118093,2,0,0,0,0,,,46241,
Physics,Selected Topics in Quantum Field Theory,118107,2,0,0,0,0,,,,
Physics,Statistical Mechanics of Polymer Systems,118113,2,0,0,0,0,,,118129,
Physics,Selected Topics in Theoretical Physics,118114,2,0,0,0,0,,,,
Physics,Electrodynamics,118120,3,0,1,0,0,,,114101&114246|044140&114101,
Physics,Quantum Mechanics 3,118122,3,0,1,0,0,7.2.2019,,114246&115204117007,
Physics,Statistical Mechanics 2,118129,3,0,1,0,0,19.2.2019,,1.14036E+11,
Physics,Quantum Field Theory 2,118133,3,0,1,0,0,,,1.18132E+17,
Physics,Graduate Solid State,118138,3,0,1,0,0,,,116217&118129,
Chemestry,Introductory Chemistry,123015,0,0,0,0,0,,,,
Chemestry,Chemistry for Physicists M,124107,4,0,1,1,0,1.2.2019,15.3.2019,115203,
Chemestry,Chemistry for Physicists,124108,3,0,1,0,0,1.2.2019,15.3.2019,115203,
Chemestry,Principles of Chemistry a,124117,3,0,1,1,0,14.2.2019,10.3.2019,,
Chemestry,Principles of Chemistry,124120,5,0,2,0,0,19.2.2019,13.3.2019,123015,
Chemestry,Chemistry of Transition Metals,124210,2,0,1,0,0,31.1.2019,1.3.2019,124120&124305|124115&124116&124305|124117&124118&124305124300,
Chemestry,Analytical Chemistry 1 Lab./ Extanded,124212,2,0,0,5,0,,,124220,
Chemestry,Analytical Chemistry 2 / Extanded,124213,1,0,1,0,0,,,124220|125101124103,
Chemestry,Analytical Chemistry 2 Lab./ Extanded,124214,2,0,0,6,0,,,124212|125102,
Chemestry,Inorganic Chemistry,124305,2,0,1,0,0,17.2.2019,15.3.2019,124115&124116|124114|124117&124118124300124707,
Chemestry,Research Project in Chemistry,124353,4,0,0,9,0,,,124416&124605|124711&124911,
Chemestry,Special Research Project in Chemistry,124355,6,0,0,0,5,,,,
Chemestry,Introduction to Research in Chemistry,124356,2,0,0,0,0,,,124408&124415&124708,
Chemestry,Quantum Chemistry 1,124400,5,0,2,0,0,7.2.2019,5.3.2019,104004&104131&114052&124117&124118|104004&104131&114078&124117&124118|104004&104131&114052&124115&124116|104004&104131&114052&124120|104004&104131&114078&124120,
Chemestry,Physical Chem.-Chemical Thermodynamics,124415,4,0,2,0,0,29.1.2019,27.2.2019,104004&104131&114052&124117&124118|104004&104131&114078&124117&124118|104004&104131&114078&124120|104004&104131&114052&124120,124400&124408
Chemestry,Electromagnetism and Matter,124416,2,0,1,0,0,7.2.2019,13.3.2019,104004&114052,124400&124408&124415&127427
Chemestry,Physical Chemistry 1B,124503,2,0,1,0,0,3.2.2019,4.3.2019,104003&104004&124120|104003&104004&124114|104003&104004&125001|104003&104004&125011,
Chemestry,Physical Chemistry,124510,4,0,2,0,0,3.2.2019,1.3.2019,104090&125001|104090&125011|104090&124120,
Chemestry,Physical Chemistry Lab. 1,124601,2,0,0,5,0,,,054215|124415,
Chemestry,Physical Chemistry Lab. 2 for Chemists,124605,2,0,0,6,0,,,124408&124413&124414&124415&124417&124610|124408&124413&124414&124415&124417&124601|124400&124413&124414&124415&124417&124610|124400&124413&124414&124415&124601,
Chemestry,Phys Chem Lab for Materials Engineering,124608,2,0,0,6,0,,,124400&124413&124414&127427124601,
Chemestry,Introduction Lab. in Chemical Physics,124611,1,0,0,4,0,,,114051&114052&124118&124220|114077&114078&124118&124220,
Chemestry,Structure and Activity in Organic Chem.,124703,2,0,1,0,0,19.2.2019,15.3.2019,124414&124711&124911,
Chemestry,Organic Chemistry 1/ Extanded,124708,5,0,2,0,0,11.2.2019,12.3.2019,124114|124117|124118|124120|125001|125011,
Chemestry,Organic Chemistry 2 / Extanded,124711,4,0,2,0,0,,,124708|124801|125801124709124710125802,
Chemestry,Organic Chemistry Lab 1,124911,3,0,0,8,0,,,124708,
Chemestry,Organic Chemistry Lab. 2M,124912,3,0,0,8,0,,,124711&124911,
Chemestry,General Chemistry,125001,3,0,2,0,0,14.2.2019,11.3.2019,,
Chemestry,General Chemistry Laboratory,125013,0,0,0,3,0,,,125001,
Chemestry,Analytical Chemistry Lab.1 for Engineers,125102,2,0,0,5,0,,,125101,
Chemestry,Analytical Chem. Lab 1 for Biochem.Eng.,125105,1,0,0,3,0,,,125101,
Chemestry,Advanced Environmental Laboratory Monitoring,126302,2,0,0,4,0,,,124214,
Chemestry,Advanced Laboratory of Organometallic Chemistry,126303,3,0,0,8,0,,,124210|124305,
Chemestry,Advanced Physical Chemistry Laboratory,126600,3,0,0,8,0,,,124416&124417&124605,124414
Chemestry,Advanced Experimental Physical Chemistry,126602,3,0,0,0,0,5.2.2019,3.3.2019,124400|124408|124413&124417,
Chemestry,Advanced Organic Chemistry Laboratory,126901,3,0,0,8,0,,,124902,
Chemestry,Organic and Physical Chemistry Laboratory,126902,3,0,0,8,0,,,124601|124610&124703,
Chemestry,Solid State for Chemists (Extended),127427,3,0,1,0,0,28.1.2019,27.2.2019,124413&124416&124417,
Chemestry,Experimental Methods in Surface Sciences,127433,2,0,0,0,0,,,,
Chemestry,Structure Determination by Physical Methods,127730,2,0,1,0,0,3.2.2019,28.2.2019,124711&124911124301,
Chemestry,Carbohydrate Chemistry and Biochemistry,127731,2,0,1,0,0,8.2.2019,18.3.2019,124708&124711,
Chemestry,Organic Chemistry 3 Expanded,127738,3,0,1,0,0,13.2.2019,12.3.2019,124711,
Chemestry,Advanced Research Methods 1,128007,2,0,0,0,5,,,,
Chemestry,Advanced Research Methods 2,128008,2,0,0,0,5,,,,
Chemestry,Advanced Retrosyntetic Analysis,128718,2,0,0,0,0,30.1.2019,6.3.2019,124708&124711&126700|124708&124710&126700127732,
Chemestry,Chemistry in Drug Discovery,128719,2,0,0,0,0,,,124708|125801|125802,
Biology,Introduction to Fauna and Flora a,134014,2,0,0,4,0,,,134040&134058&134111,
Biology,Introduction to Biochemistry and Enzymology,134019,2,0,1,0,0,14.2.2019,11.3.2019,124114&134058|124114&134127|125011&134058|124120&134058,124708&125801
Biology,General Genetics,134020,3,0,1,0,0,10.2.2019,6.3.2019,134058|134127,134144
Biology,Research Project in Biology,134049,4,0,0,12,0,,,,
Biology,Biology 1,134058,3,0,0,0,0,11.2.2019,8.3.2019,,
Biology,Developmental Biology,134069,2,0,1,0,0,12.2.2019,13.3.2019,134116&134119|134119&134128,
Biology,The Marine System of the Gulf of Eilat,134076,3,0,2,3,0,,,,
Biology,Molecular Biology,134082,2,0,1,0,0,14.2.2019,18.3.2019,125801&134019&134020|124708&134020&134067|125801&134020&134067|124708&134019&134020,134113
Biology,Zoology,134111,3,0,0,0,0,18.2.2019,11.3.2019,134058,
Biology,Metabolic Pathways,134113,3,0,1,0,0,21.2.2019,15.3.2019,125801&134019|125801&134067|124708&134019|124708&134067,
Biology,Seminar in Biology 1,134123,2,0,0,0,4,,,,
Biology,Topics in Biology,134127,2,0,0,0,0,11.2.2019,13.3.2019,,
Biology,Laborratory of the Animal Kingdom,134134,1,0,0,5,0,,,,134111
Biology,Molecular Genetics Laboratory,134142,2,0,0,5,0,,,134020,134082&134120
Biology,The Science of Drugs,134145,2,0,0,0,0,,,134019&134058&134082|134019&134058&134082,
Biology,Metabolism and Human Disease,134147,2,0,0,0,0,14.2.2019,12.3.2019,134113&134117&134128,
Biology,Endocrinology,134155,2,0,1,0,0,17.2.2019,11.3.2019,134082&134119&134128,
Biology,Molecular Biophysics,134156,3,0,0,0,0,29.1.2019,27.2.2019,104092&114004&124510&134082|054215&104004&114052&134082|114078&124510&134082,
Biology,Sensory Pathways of Microorganisms,136022,2,0,0,0,0,,,064419|134121|274331,
